draft_id,company_name,vertical,channel,language,offer_name,priority_score,quality_score,compliance_score,requires_founder_approval,send_allowed,external_send_blocked,status
BATCH-2026-06-04-00158,Prospect 00158 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00161,Prospect 00161 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00164,"Prospect 00164 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00167,Prospect 00167 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00170,Prospect 00170 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00173,Prospect 00173 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00176,Prospect 00176 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00179,"Prospect 00179 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00182,Prospect 00182 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00185,Prospect 00185 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00188,Prospect 00188 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00191,Prospect 00191 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00194,"Prospect 00194 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00197,Prospect 00197 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00200,Prospect 00200 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00203,Prospect 00203 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00206,Prospect 00206 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00209,"Prospect 00209 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00212,Prospect 00212 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00215,Prospect 00215 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00218,Prospect 00218 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00221,Prospect 00221 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00224,"Prospect 00224 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00227,Prospect 00227 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00230,Prospect 00230 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00233,Prospect 00233 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00236,Prospect 00236 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00239,"Prospect 00239 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00242,Prospect 00242 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00245,Prospect 00245 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00248,Prospect 00248 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00251,Prospect 00251 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00254,"Prospect 00254 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00257,Prospect 00257 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00260,Prospect 00260 (Facilities Management & Maintenance),facilities_management,follow_up,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00263,Prospect 00263 (Legal & Professional Services),legal_professional_services,follow_up,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00266,Prospect 00266 (Contracting & Project Controls),contracting_project_controls,follow_up,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00269,"Prospect 00269 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00272,Prospect 00272 (Real Estate & Property Operations),real_estate_property_ops,follow_up,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00275,Prospect 00275 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00278,Prospect 00278 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00281,Prospect 00281 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00284,"Prospect 00284 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00287,Prospect 00287 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00290,Prospect 00290 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00293,Prospect 00293 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00296,Prospect 00296 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00299,"Prospect 00299 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00302,Prospect 00302 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00305,Prospect 00305 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00308,Prospect 00308 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00311,Prospect 00311 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00314,"Prospect 00314 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00317,Prospect 00317 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00320,Prospect 00320 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00323,Prospect 00323 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00326,Prospect 00326 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00329,"Prospect 00329 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00332,Prospect 00332 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00335,Prospect 00335 (Facilities Management & Maintenance),facilities_management,linkedin_manual,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00338,Prospect 00338 (Legal & Professional Services),legal_professional_services,linkedin_manual,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00341,Prospect 00341 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00344,"Prospect 00344 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00347,Prospect 00347 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00350,Prospect 00350 (Facilities Management & Maintenance),facilities_management,website_form,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00353,Prospect 00353 (Legal & Professional Services),legal_professional_services,website_form,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00356,Prospect 00356 (Contracting & Project Controls),contracting_project_controls,website_form,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00359,"Prospect 00359 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00362,Prospect 00362 (Real Estate & Property Operations),real_estate_property_ops,website_form,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00365,Prospect 00365 (Facilities Management & Maintenance),facilities_management,website_form,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00368,Prospect 00368 (Legal & Professional Services),legal_professional_services,website_form,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00371,Prospect 00371 (Contracting & Project Controls),contracting_project_controls,website_form,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00374,"Prospect 00374 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00377,Prospect 00377 (Real Estate & Property Operations),real_estate_property_ops,website_form,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00380,Prospect 00380 (Facilities Management & Maintenance),facilities_management,website_form,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00383,Prospect 00383 (Legal & Professional Services),legal_professional_services,website_form,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00386,Prospect 00386 (Contracting & Project Controls),contracting_project_controls,website_form,en,Paid Pilot,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00389,"Prospect 00389 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,en,Enterprise Custom OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00392,Prospect 00392 (Real Estate & Property Operations),real_estate_property_ops,website_form,en,Department OS,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00395,Prospect 00395 (Facilities Management & Maintenance),facilities_management,website_form,en,AI Workflow Audit,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00398,Prospect 00398 (Legal & Professional Services),legal_professional_services,website_form,en,Monthly Retainer,5.0,5,5,True,False,True,needs_review
BATCH-2026-06-04-00001,Prospect 00001 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00004,"Prospect 00004 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00007,Prospect 00007 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00010,Prospect 00010 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00013,Prospect 00013 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00016,Prospect 00016 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00019,"Prospect 00019 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00022,Prospect 00022 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00025,Prospect 00025 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00028,Prospect 00028 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00031,Prospect 00031 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00034,"Prospect 00034 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00037,Prospect 00037 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00040,Prospect 00040 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00043,Prospect 00043 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00046,Prospect 00046 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00049,"Prospect 00049 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00052,Prospect 00052 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00055,Prospect 00055 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00058,Prospect 00058 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00061,Prospect 00061 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00064,"Prospect 00064 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00067,Prospect 00067 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00070,Prospect 00070 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00073,Prospect 00073 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00076,Prospect 00076 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00079,"Prospect 00079 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00082,Prospect 00082 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00085,Prospect 00085 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00088,Prospect 00088 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00091,Prospect 00091 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00094,"Prospect 00094 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00097,Prospect 00097 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00100,Prospect 00100 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00103,Prospect 00103 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00106,Prospect 00106 (Contracting & Project Controls),contracting_project_controls,cold_email,en,Paid Pilot,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00109,"Prospect 00109 (Consulting, Training & B2B Services)",consulting_training_b2b,cold_email,en,Enterprise Custom OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00112,Prospect 00112 (Real Estate & Property Operations),real_estate_property_ops,cold_email,en,Department OS,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00115,Prospect 00115 (Facilities Management & Maintenance),facilities_management,cold_email,en,AI Workflow Audit,4.33,4,5,True,False,True,needs_review
BATCH-2026-06-04-00118,Prospect 00118 (Legal & Professional Services),legal_professional_services,cold_email,en,Monthly Retainer,4.33,4,5,True,False,True,needs_review
